Order ID,Customer ID,Product ID,Date,Original Price,Discount%
OD1105,C090,P0940,21-07-2021,555,0.15
OD1106,C091,P0941,26-02-2023,999,0.15
OD1107,C092,P0942,29-04-2022,999,0.35
OD1108,C093,P0943,22-07-2021,999,0.35
OD1109,C094,P0944,25-03-2022,999,0.35
OD1110,C095,P0945,15-11-2021,1119,0.35
OD1111,C096,P0946,25-01-2023,1119,0.55
OD1112,C097,P0947,27-05-2021,1119,0.55
OD1113,C098,P0948,13-07-2022,1119,0.55
OD1114,C099,P0949,02-11-2021,985,0.55
OD1115,C100,P0950,15-03-2021,985,0.5
OD1116,C001,P0951,07-10-2021,985,0.5
OD1117,C002,P0952,30-08-2022,985,0.5
OD1118,C003,P0953,19-03-2023,985,0.5
OD1119,C004,P0954,30-03-2023,369,0.5
OD1120,C005,P0955,16-05-2022,399,0.3
OD1121,C006,P0956,08-07-2021,399,0.32
OD1122,C007,P0957,22-01-2023,399,0.25
OD1123,C008,P0958,04-05-2022,399,0.45
OD1124,C009,P0959,16-05-2021,555,0.15
OD1125,C010,P0960,27-12-2021,555,0.33
OD1126,C011,P0961,26-01-2023,555,0.42
OD1127,C012,P0962,19-02-2022,555,0.42
OD1128,C013,P0963,16-03-2023,675,0.39
OD1129,C014,P0964,15-06-2022,675,0.39
OD1130,C015,P0965,30-04-2022,675,0.39
OD1131,C016,P0966,29-01-2023,654,0.39
OD1132,C017,P0967,18-03-2021,654,0.3
OD1133,C018,P0968,07-12-2022,654,0.3
OD1134,C019,P0969,22-08-2022,654,0.3
OD1135,C020,P0970,18-02-2021,356,0.25
OD1136,C021,P0971,19-05-2022,686,0.25
OD1137,C022,P0972,23-09-2022,456,0.3
OD1138,C023,P0973,14-04-2021,516,0.3
OD1139,C024,P0974,10-06-2022,355,0.3
OD1140,C025,P0975,14-07-2022,465,0.4
OD1141,C026,P0976,20-01-2023,965,0.4
OD1142,C027,P0977,28-02-2022,1158,0.4
OD1143,C028,P0978,10-02-2022,264,0.4
OD1144,C029,P0979,03-03-2022,433,0.4
OD1145,C030,P0980,11-02-2021,562,0.4
OD1146,C031,P0980,28-01-2021,423,0.45
OD1147,C032,P0980,14-04-2022,621,0.45
OD1148,C033,P0980,16-10-2022,333,0.45
OD1149,C034,P0980,10-03-2021,236,0.47
OD1150,C035,P0981,22-04-2022,456,0.47
OD1151,C036,P0982,06-06-2021,963,0.46
OD1152,C037,P0983,30-11-2021,234,0.46
OD1153,C038,P0984,13-02-2023,456,0.46
OD1154,C039,P0985,08-01-2023,564,0.3
OD1155,C040,P0986,17-05-2021,634,0.3
OD1156,C041,P0987,27-01-2021,236,0.3
OD1157,C042,P0988,13-05-2022,444,0.3
OD1158,C043,P0989,21-03-2021,456,0.3
OD1159,C044,P0990,02-03-2021,963,0.35
OD1160,C045,P0991,09-06-2021,456,0.35
OD1161,C046,P0992,19-11-2022,1189,0.35
OD1162,C047,P0993,16-04-2021,1298,0.35
OD1163,C048,P0994,28-04-2021,1456,0.35
OD1164,C049,P0995,24-06-2022,1478,0.35
OD1165,C050,P0995,30-09-2022,256,0.4
OD1166,C051,P0995,25-02-2022,2698,0.4
OD1167,C052,P0995,01-06-2021,2364,0.15
OD1168,C053,P0995,14-08-2021,1236,0.15
OD1169,C054,P0996,08-10-2021,756,0.15
OD1170,C055,P0997,24-04-2021,326,0.3
OD1171,C056,P0998,06-11-2021,453,0.3
OD1172,C057,P0999,21-12-2021,326,0.4
OD1173,C058,P1000,27-03-2021,456,0.4
OD1174,C059,P1001,21-03-2021,675,0.4
OD1175,C060,P1002,14-12-2021,654,0.4
OD1176,C061,P1003,14-01-2022,654,0.4
OD1177,C062,P1004,01-05-2022,654,0.4
OD1178,C063,P1005,07-03-2022,654,0.45
OD1179,C064,P1006,22-11-2021,356,0.45
OD1180,C065,P1007,29-03-2022,686,0.45
OD1181,C066,P1008,20-07-2022,456,0.47
OD1182,C067,P1009,01-03-2023,516,0.47
OD1183,C068,P1010,29-10-2022,355,0.46
OD1184,C069,P1011,04-01-2021,465,0.46
OD1185,C070,P1012,08-12-2022,965,0.46
OD1186,C071,P1013,26-01-2022,1158,0.3
OD1187,C072,P1014,10-01-2023,264,0.3
OD1188,C073,P1015,16-07-2022,433,0.3
OD1189,C074,P1016,03-01-2021,562,0.3
OD1190,C075,P1017,30-06-2021,423,0.3
OD1191,C076,P1018,24-01-2021,621,0.35
OD1192,C077,P1019,01-02-2022,333,0.35
OD1193,C078,P1020,14-02-2023,236,0.35
OD1194,C079,P1021,31-12-2022,456,0.35
OD1195,C080,P1022,03-04-2022,963,0.35
OD1196,C081,P1022,06-04-2021,234,0.35
OD1197,C082,P1022,02-11-2021,456,0.4
OD1198,C083,P1022,21-06-2021,564,0.4
OD1199,C084,P1022,22-02-2023,634,0.15
OD1200,C085,P1023,28-01-2021,236,0.15
OD1201,C086,P1024,18-01-2021,444,0.15
OD1202,C087,P1025,02-07-2021,456,0.35
OD1203,C088,P1026,05-01-2022,963,0.35
OD1204,C089,P1027,14-12-2021,456,0.35
OD1205,C090,P1028,27-02-2022,1189,0.35
OD1206,C091,P1029,25-01-2023,1298,0.55
OD1207,C092,P1030,10-08-2021,1456,0.55
OD1208,C093,P1031,02-09-2022,1478,0.55
OD1209,C094,P1032,01-03-2022,256,0.55
OD1210,C095,P1033,24-02-2023,2698,0.5
OD1211,C096,P1034,07-02-2021,2364,0.5
OD1212,C097,P1035,11-08-2022,1236,0.5
OD1213,C098,P1036,21-01-2023,756,0.5
OD1214,C099,P1037,19-05-2022,326,0.5
OD1215,C100,P1038,27-03-2022,453,0.3
OD1216,C001,P1039,05-10-2022,326,0.32
OD1217,C002,P1040,15-11-2021,456,0.25
OD1218,C003,P1041,21-04-2022,675,0.45
OD1219,C004,P1042,23-10-2021,654,0.15
OD1220,C005,P1043,18-10-2022,654,0.33
OD1221,C006,P1044,10-02-2021,654,0.42
OD1222,C007,P1045,02-04-2022,654,0.42
OD1223,C008,P1046,11-10-2021,356,0.39
OD1224,C009,P1047,01-08-2022,686,0.39
OD1225,C010,P1048,20-01-2022,456,0.39
OD1226,C011,P1049,13-02-2023,516,0.39
OD1227,C012,P1050,01-02-2022,355,0.3
OD1228,C013,P1051,06-11-2022,465,0.3
OD1229,C014,P1052,13-09-2021,965,0.3
OD1230,C015,P1053,21-02-2022,1158,0.25
OD1231,C016,P1054,21-10-2022,264,0.25
OD1232,C017,P1055,13-02-2021,433,0.3
OD1233,C018,P1056,14-03-2022,562,0.3
OD1234,C019,P1057,17-12-2022,423,0.3
OD1235,C020,P1058,25-05-2021,621,0.4
OD1236,C021,P1059,30-10-2021,333,0.4
OD1237,C022,P1060,15-05-2022,236,0.4
OD1238,C023,P1061,18-04-2022,456,0.4
OD1239,C024,P1062,03-03-2022,963,0.4
OD1240,C025,P1063,27-12-2022,234,0.4
OD1241,C026,P1064,09-01-2023,456,0.45
OD1242,C027,P1065,19-11-2022,564,0.45
OD1243,C028,P1066,17-05-2021,634,0.45
OD1244,C029,P1067,29-05-2022,236,0.47
OD1245,C030,P1068,24-09-2021,444,0.47
OD1246,C031,P1069,17-09-2021,456,0.46
OD1247,C032,P1070,03-02-2023,963,0.46
OD1248,C033,P1071,12-05-2022,456,0.46
OD1249,C034,P1071,25-06-2021,1189,0.3
OD1250,C035,P1071,30-12-2021,1298,0.3
OD1251,C036,P1071,02-11-2022,1456,0.3
OD1252,C037,P1071,22-09-2022,1478,0.3
OD1253,C038,P1071,06-02-2023,256,0.3
OD1254,C039,P1072,27-01-2021,2698,0.35
OD1255,C040,P1073,10-07-2021,2364,0.35
OD1256,C041,P1074,09-03-2022,1236,0.35
OD1257,C042,P1075,09-05-2021,756,0.35
OD1258,C043,P1076,28-12-2022,326,0.35
OD1259,C044,P1077,12-02-2021,453,0.35
OD1260,C045,P1078,06-02-2021,326,0.4
OD1261,C046,P1079,01-06-2022,456,0.4
OD1262,C047,P1080,06-01-2022,456,0.15
OD1263,C048,P1081,05-10-2022,456,0.15
OD1264,C049,P1082,20-08-2021,456,0.15
OD1265,C050,P1083,04-08-2022,236,0.3
OD1266,C051,P1084,21-12-2022,996,0.3
OD1267,C052,P1085,21-12-2022,654,0.3
OD1268,C053,P1086,09-12-2021,456,0.25
OD1269,C054,P1087,15-01-2021,785,0.25
OD1270,C055,P1088,30-07-2022,365,0.3
OD1271,C056,P1089,06-03-2023,965,0.3
OD1272,C057,P1090,11-10-2021,444,0.3
OD1273,C058,P1091,17-11-2021,569,0.4
OD1274,C059,P1092,17-10-2022,475,0.4
OD1275,C060,P1093,22-04-2021,598,0.4
OD1276,C061,P1094,27-04-2021,536,0.4
OD1277,C062,P1095,03-12-2022,256,0.4
OD1278,C063,P1096,03-12-2021,456,0.4
OD1279,C064,P1097,23-10-2022,456,0.45
OD1280,C065,P1098,02-11-2021,745,0.45
OD1281,C066,P1099,14-08-2022,356,0.45
OD1282,C067,P1100,19-11-2021,1189,0.47
OD1283,C068,P1101,12-03-2021,426,0.47
OD1284,C069,P1102,13-12-2021,1126,0.46
OD1285,C070,P1103,17-03-2021,1145,0.46
OD1286,C071,P1104,31-12-2022,1235,0.46
OD1287,C072,P1105,01-08-2021,1564,0.3
OD1288,C073,P1106,15-05-2022,654,0.3
OD1289,C074,P1107,24-11-2021,854,0.3
OD1290,C075,P1108,07-02-2023,475,0.3
OD1291,C076,P1109,13-03-2021,475,0.3
OD1292,C077,P1110,24-01-2023,475,0.35
OD1293,C078,P1111,07-04-2021,475,0.35
OD1294,C079,P1112,12-07-2021,475,0.35
OD1295,C080,P1113,29-03-2021,475,0.35
OD1296,C081,P1114,30-10-2021,475,0.35
OD1297,C082,P1115,17-07-2021,475,0.35
OD1298,C083,P1116,09-10-2021,564,0.4
OD1299,C084,P1116,27-08-2022,478,0.4
OD1300,C085,P1116,09-07-2021,1264,0.15
OD1301,C086,P1116,12-11-2022,458,0.15
OD1302,C087,P1116,10-01-2023,899,0.15
OD1303,C088,P1116,31-12-2022,859,0.35
OD1304,C089,P1117,12-10-2022,758,0.35
OD1305,C090,P1118,17-06-2021,2354,0.35
OD1306,C091,P1119,22-09-2021,2344,0.35
OD1307,C092,P1120,27-12-2021,2453,0.55
OD1308,C093,P1121,30-01-2021,2154,0.55
OD1309,C094,P1122,19-07-2022,896,0.55
OD1310,C095,P1123,31-08-2021,756,0.55
OD1311,C096,P1124,30-11-2021,236,0.5
OD1312,C097,P1125,03-03-2021,475,0.5
OD1313,C098,P1126,04-04-2021,589,0.5
OD1314,C099,P1127,09-12-2022,365,0.5
OD1315,C100,P1128,05-10-2021,1233,0.5
OD1316,C001,P1129,19-12-2021,1233,0.3
OD1317,C002,P1130,02-04-2022,1233,0.32
OD1318,C003,P1131,21-05-2021,1233,0.25
OD1319,C004,P1132,04-04-2021,1233,0.45
OD1320,C005,P1133,19-03-2021,1233,0.15
OD1321,C006,P1134,11-01-2023,456,0.33
OD1322,C007,P1135,11-01-2022,456,0.42
OD1323,C008,P1136,06-07-2021,456,0.42
OD1324,C009,P1137,10-12-2022,456,0.39
OD1325,C010,P1138,05-06-2022,786,0.39
OD1326,C011,P1139,13-06-2021,786,0.39
OD1327,C012,P1140,05-12-2021,786,0.39
OD1328,C013,P1141,10-12-2022,786,0.3
OD1329,C014,P1142,25-12-2022,786,0.3
OD1330,C015,P1143,09-07-2022,786,0.3
OD1331,C016,P1144,22-08-2022,569,0.25
OD1332,C017,P1145,09-06-2022,569,0.25
OD1333,C018,P1146,09-06-2022,569,0.3
OD1334,C019,P1147,16-01-2021,569,0.3
OD1335,C020,P1148,17-01-2023,569,0.3
OD1336,C021,P1149,18-04-2022,569,0.4
OD1337,C022,P1150,23-02-2023,569,0.4
OD1338,C023,P1151,06-11-2022,569,0.4
OD1339,C024,P1152,06-08-2022,349,0.4
OD1340,C025,P1153,18-12-2021,350,0.4
OD1341,C026,P1154,04-11-2021,351,0.4
OD1342,C027,P1155,30-03-2022,352,0.45
OD1343,C028,P1156,06-03-2021,353,0.45
OD1344,C029,P1157,07-01-2021,354,0.45
OD1345,C030,P1158,07-01-2021,355,0.47
OD1346,C031,P1159,13-02-2021,356,0.47
OD1347,C032,P1160,04-11-2022,999,0.46
OD1348,C033,P1161,14-04-2021,555,0.46
OD1349,C034,P1162,22-06-2021,555,0.46
OD1350,C035,P1163,25-02-2021,555,0.3
OD1351,C036,P1164,10-09-2021,555,0.3
OD1352,C037,P1165,23-05-2021,1025,0.3
OD1353,C038,P1166,15-01-2021,1025,0.3
OD1354,C039,P1167,10-04-2022,1025,0.3
OD1355,C040,P1167,13-12-2022,555,0.35
OD1356,C041,P1167,11-04-2022,599,0.35
OD1357,C042,P1167,08-05-2021,555,0.35
OD1358,C043,P1167,28-01-2022,555,0.35
OD1359,C044,P1167,22-09-2021,565,0.35
OD1360,C045,P1167,13-01-2021,555,0.35
OD1361,C046,P1167,24-11-2022,999,0.4
OD1362,C047,P1168,25-10-2021,999,0.4
OD1363,C048,P1169,05-04-2022,999,0.15
OD1364,C049,P1170,18-02-2023,999,0.15
OD1365,C050,P1171,25-03-2022,1119,0.15
OD1366,C051,P1172,14-02-2022,1119,0.32
OD1367,C052,P1173,08-03-2023,1119,0.25
OD1368,C053,P1174,08-03-2023,1119,0.45
OD1369,C054,P1175,30-05-2022,985,0.15
OD1370,C055,P1176,06-10-2022,985,0.33
OD1371,C056,P1177,01-12-2021,985,0.42
OD1372,C057,P1178,30-01-2021,985,0.42
OD1373,C058,P1179,11-02-2023,985,0.39
OD1374,C059,P1180,31-05-2022,369,0.39
OD1375,C060,P1181,12-11-2021,399,0.39
OD1376,C061,P1182,03-08-2022,399,0.39
OD1377,C062,P1183,19-10-2022,399,0.3
OD1378,C063,P1184,18-01-2022,399,0.3
OD1379,C064,P1185,31-12-2021,555,0.3
OD1380,C065,P1186,24-05-2021,555,0.25
OD1381,C066,P1187,30-01-2021,555,0.25
OD1382,C067,P1188,21-01-2021,555,0.3
OD1383,C068,P1189,19-12-2021,675,0.3
OD1384,C069,P1190,02-12-2022,675,0.3
OD1385,C070,P1191,15-07-2022,675,0.4
OD1386,C071,P1192,29-06-2022,654,0.4
OD1387,C072,P1192,06-08-2021,654,0.4
OD1388,C073,P1192,22-02-2022,654,0.4
OD1389,C074,P1192,19-01-2021,654,0.4
OD1390,C075,P1192,27-09-2021,356,0.4
OD1391,C076,P1192,09-01-2021,686,0.45
OD1392,C077,P1192,25-07-2022,456,0.45
OD1393,C078,P1192,27-02-2022,516,0.45
OD1394,C079,P1192,08-12-2022,355,0.47
OD1395,C080,P1193,06-05-2021,465,0.47
OD1396,C081,P1194,16-06-2022,965,0.46
OD1397,C082,P1195,06-04-2022,1158,0.46
OD1398,C083,P1196,21-09-2021,264,0.46
OD1399,C084,P1197,28-01-2021,433,0.3
OD1400,C085,P1198,13-11-2021,562,0.3
OD1401,C086,P1199,19-05-2022,423,0.3
OD1402,C087,P1200,14-04-2021,621,0.3
OD1403,C088,P1201,26-02-2022,333,0.3
OD1404,C089,P1202,04-12-2022,236,0.35
OD1405,C090,P1203,03-12-2022,456,0.35
OD1406,C091,P1204,02-06-2021,963,0.35
OD1407,C092,P1205,12-02-2023,234,0.35
OD1408,C093,P1206,18-12-2021,456,0.35
OD1409,C094,P1207,03-02-2021,564,0.35
OD1410,C095,P1208,22-09-2021,634,0.4
OD1411,C096,P1209,15-02-2021,236,0.4
OD1412,C097,P1210,26-07-2021,444,0.15
OD1413,C098,P1211,10-03-2022,456,0.15
OD1414,C099,P1212,07-01-2021,963,0.15
OD1415,C100,P1213,10-02-2022,456,0.35
OD1416,C001,P1214,15-01-2023,1189,0.35
OD1417,C002,P1215,01-11-2021,1298,0.35
OD1418,C003,P1216,05-01-2023,1456,0.35
OD1419,C004,P1217,16-12-2022,1478,0.55
OD1420,C005,P1218,09-12-2022,256,0.55
OD1421,C006,P1219,14-06-2021,2698,0.55
OD1422,C007,P1220,05-05-2021,2364,0.55
OD1423,C008,P1221,18-10-2021,1236,0.5
OD1424,C009,P1222,06-03-2023,756,0.5
OD1425,C010,P1223,29-10-2021,326,0.5
OD1426,C011,P1224,06-02-2021,453,0.5
OD1427,C012,P1225,04-05-2021,326,0.5
OD1428,C013,P1226,05-08-2022,456,0.3
OD1429,C014,P1227,10-10-2021,675,0.32
OD1430,C015,P1228,22-02-2023,654,0.25
OD1431,C016,P1229,19-12-2021,654,0.45
OD1432,C017,P1230,21-10-2021,654,0.15
OD1433,C018,P1231,15-07-2021,654,0.33
OD1434,C019,P1232,13-06-2021,356,0.42
OD1435,C020,P1233,29-10-2021,686,0.42
OD1436,C021,P1234,11-03-2023,456,0.39
OD1437,C022,P1235,22-10-2021,516,0.39
OD1438,C023,P1236,30-03-2021,355,0.39
OD1439,C024,P1237,13-02-2022,465,0.39
OD1440,C025,P1238,23-06-2022,965,0.37
OD1441,C026,P1239,17-09-2022,1158,0.37
OD1442,C027,P1240,13-02-2023,264,0.37
OD1443,C028,P1241,22-06-2021,433,0.37
OD1444,C029,P1242,16-03-2023,562,0.37
OD1445,C030,P1243,04-02-2023,423,0.4
OD1446,C031,P1244,07-01-2023,621,0.4
OD1447,C032,P1245,25-01-2022,333,0.4
OD1448,C033,P1246,16-05-2022,236,0.4
OD1449,C034,P1247,30-03-2022,456,0.4
OD1450,C035,P1248,05-04-2022,963,0.34
OD1451,C036,P1249,11-05-2021,234,0.34
OD1452,C037,P1250,08-02-2023,456,0.34
OD1453,C038,P1251,04-02-2022,564,0.34
OD1454,C039,P1252,08-11-2022,634,0.34
OD1455,C040,P1253,30-01-2023,236,0.38
OD1456,C041,P1254,31-05-2022,444,0.38
OD1457,C042,P1255,26-03-2023,456,0.38
OD1458,C043,P1255,05-07-2022,963,0.38
OD1459,C044,P1255,16-05-2022,456,0.38
OD1460,C045,P1255,26-02-2023,1189,0.21
OD1461,C046,P1255,06-12-2022,1298,0.21
OD1462,C047,P1255,12-03-2023,1456,0.21
OD1463,C048,P1255,30-11-2021,1478,0.21
OD1464,C049,P1255,16-12-2021,256,0.21
OD1465,C050,P1256,07-12-2022,2698,0.22
OD1466,C051,P1257,12-01-2022,2364,0.22
OD1467,C052,P1258,31-12-2022,1236,0.22
OD1468,C053,P1259,19-06-2021,756,0.22
OD1469,C054,P1260,19-10-2021,326,0.22
OD1470,C055,P1261,02-06-2021,453,0.22
OD1471,C056,P1262,04-11-2022,326,0.3
OD1472,C057,P1263,31-07-2021,456,0.3
OD1473,C058,P1264,06-03-2023,675,0.3
OD1474,C059,P1265,09-04-2022,654,0.3
OD1475,C060,P1266,24-11-2022,654,0.3
OD1476,C061,P1267,07-12-2021,654,0.3
OD1477,C062,P1268,22-11-2022,654,0.14
OD1478,C063,P1269,09-05-2022,356,0.14
OD1479,C064,P1270,20-06-2021,686,0.14
OD1480,C065,P1270,08-10-2021,456,0.14
OD1481,C066,P1270,11-07-2022,516,0.12
OD1482,C067,P1270,21-01-2021,355,0.12
OD1483,C068,P1270,31-03-2021,465,0.12
OD1484,C069,P1270,08-09-2022,965,0.12
OD1485,C070,P1271,28-05-2021,1158,0.12
OD1486,C071,P1272,12-10-2022,264,0.12
OD1487,C072,P1273,07-01-2023,433,0.34
OD1488,C073,P1274,03-07-2022,562,0.34
OD1489,C074,P1275,17-07-2022,423,0.34
OD1490,C075,P1276,09-03-2021,621,0.34
OD1491,C076,P1277,06-04-2021,333,0.34
OD1492,C077,P1278,15-09-2022,236,0.34
OD1493,C078,P1279,29-06-2022,456,0.44
OD1494,C079,P1280,16-04-2021,963,0.44
OD1495,C080,P1281,18-04-2022,234,0.44
OD1496,C081,P1282,03-07-2022,456,0.44
OD1497,C082,P1283,10-07-2022,564,0.44
OD1498,C083,P1284,29-06-2022,634,0.1
OD1499,C084,P1285,18-04-2022,236,0.1
OD1500,C085,P1286,03-06-2022,444,0.1
OD1501,C086,P1287,28-07-2021,456,0.3
OD1502,C087,P1288,26-04-2021,963,0.3
OD1503,C088,P1289,14-03-2023,456,0.3
OD1504,C089,P1290,26-07-2021,1189,0.25
OD1505,C090,P1291,24-09-2021,1298,0.25
OD1506,C091,P1292,17-09-2021,1456,0.3
OD1507,C092,P1293,31-03-2023,1478,0.3
OD1508,C093,P1294,23-12-2022,256,0.3
OD1509,C094,P1295,04-08-2022,2698,0.4
OD1510,C095,P1296,02-04-2022,2364,0.4
OD1511,C096,P1297,24-08-2022,1236,0.4
OD1512,C097,P1298,10-09-2022,756,0.4
OD1513,C098,P1299,16-06-2022,326,0.4
OD1514,C099,P1300,19-07-2022,453,0.4
OD1515,C100,P1301,17-01-2023,326,0.45
OD1516,C001,P1302,09-10-2021,456,0.45
OD1517,C002,P1303,13-04-2022,456,0.45
OD1518,C003,P1304,26-11-2021,456,0.47
OD1519,C004,P1305,13-02-2023,456,0.47
OD1520,C005,P1306,12-05-2021,236,0.46
OD1521,C006,P1307,05-02-2022,996,0.46
OD1522,C007,P1308,07-02-2021,654,0.46
OD1523,C008,P1309,27-03-2023,456,0.3
OD1524,C009,P1310,14-02-2021,785,0.3
OD1525,C010,P1311,11-12-2021,365,0.3
OD1526,C011,P1312,16-08-2022,965,0.3
OD1527,C012,P1313,09-12-2022,444,0.3
OD1528,C013,P1314,01-08-2022,569,0.35
OD1529,C014,P1315,21-11-2021,475,0.35
OD1530,C015,P1316,03-04-2022,598,0.35
OD1531,C016,P1317,30-09-2022,536,0.35
OD1532,C017,P1318,24-09-2022,256,0.35
OD1533,C018,P1319,14-12-2021,456,0.35
OD1534,C019,P1320,13-01-2021,456,0.4
OD1535,C020,P1321,29-05-2021,745,0.4
OD1536,C021,P1322,06-05-2021,356,0.15
OD1537,C022,P1323,08-05-2022,1189,0.15
OD1538,C023,P1324,25-01-2023,426,0.15
OD1539,C024,P1325,05-09-2022,1126,0.35
OD1540,C025,P1326,10-03-2023,1145,0.35
OD1541,C026,P1327,28-08-2021,1235,0.35
OD1542,C027,P1328,15-08-2021,1564,0.35
OD1543,C028,P1329,23-07-2022,654,0.55
OD1544,C029,P1330,23-01-2023,854,0.55
OD1545,C030,P1331,12-05-2022,475,0.55
OD1546,C031,P1332,28-08-2022,349,0.55
OD1547,C032,P1333,23-03-2022,350,0.5
OD1548,C033,P1334,04-07-2021,351,0.5
OD1549,C034,P1335,18-04-2021,352,0.5
OD1550,C035,P1336,04-11-2022,353,0.5
OD1551,C036,P1337,21-04-2021,354,0.5
OD1552,C037,P1338,09-09-2022,355,0.3
OD1553,C038,P1339,06-09-2021,356,0.32
OD1554,C039,P1340,01-10-2022,999,0.25
OD1555,C040,P1341,25-08-2021,555,0.45
OD1556,C041,P1342,28-01-2023,555,0.15
OD1557,C042,P1343,13-10-2022,555,0.33
OD1558,C043,P1344,27-03-2022,555,0.42
OD1559,C044,P1345,15-01-2023,1025,0.42
OD1560,C045,P1346,22-12-2022,1025,0.39
OD1561,C046,P1347,28-01-2022,1025,0.39
OD1562,C047,P1348,04-05-2022,555,0.39
OD1563,C048,P1349,26-12-2022,599,0.39
OD1564,C049,P1350,26-10-2022,555,0.3
OD1565,C050,P1351,30-03-2023,555,0.3
OD1566,C051,P1352,28-12-2022,565,0.3
OD1567,C052,P1353,11-08-2021,555,0.25
OD1568,C053,P1354,20-01-2023,999,0.25
OD1569,C054,P1355,19-07-2022,999,0.3
OD1570,C055,P1356,24-02-2022,999,0.3
OD1571,C056,P1357,17-01-2023,999,0.3
OD1572,C057,P1358,10-07-2021,1119,0.4
OD1573,C058,P1359,18-09-2022,1119,0.4
OD1574,C059,P1360,19-04-2021,1119,0.4
OD1575,C060,P1361,02-06-2022,1119,0.4
OD1576,C061,P1362,21-01-2023,985,0.4
OD1577,C062,P1363,19-01-2022,985,0.4
OD1578,C063,P1364,06-03-2023,985,0.45
OD1579,C064,P1365,25-07-2022,985,0.45
OD1580,C065,P1366,28-05-2021,985,0.45
OD1581,C066,P1367,22-05-2022,369,0.47
OD1582,C067,P1368,11-02-2021,399,0.47
OD1583,C068,P1369,03-03-2021,399,0.46
OD1584,C069,P1369,28-02-2022,399,0.46
OD1585,C070,P1369,14-06-2021,399,0.46
OD1586,C071,P1369,07-03-2021,555,0.3
OD1587,C072,P1369,09-07-2022,555,0.3
OD1588,C073,P1370,25-08-2022,555,0.3
OD1589,C074,P1371,07-09-2021,555,0.3
OD1590,C075,P1372,15-12-2022,675,0.3
OD1591,C076,P1373,30-01-2021,675,0.35
OD1592,C077,P1374,24-07-2021,675,0.35
OD1593,C078,P1375,29-04-2021,654,0.35
OD1594,C079,P1376,01-12-2021,654,0.35
OD1595,C080,P1377,01-09-2021,654,0.35
OD1596,C081,P1378,15-03-2023,654,0.35
OD1597,C082,P1379,27-02-2021,356,0.4
OD1598,C083,P1380,16-09-2022,686,0.4
OD1599,C084,P1381,06-01-2022,456,0.15
OD1600,C085,P1382,16-12-2021,516,0.15
OD1601,C086,P1383,31-01-2022,355,0.15
OD1602,C087,P1384,16-03-2023,465,0.45
OD1603,C088,P1385,22-06-2022,965,0.47
OD1604,C089,P1386,24-04-2022,1158,0.47
OD1605,C090,P1387,03-09-2021,264,0.46
OD1606,C091,P1388,28-05-2022,433,0.46
OD1607,C092,P1389,12-01-2022,562,0.46
OD1608,C093,P1390,17-07-2022,423,0.3
OD1609,C094,P1391,23-07-2021,621,0.3
OD1610,C095,P1392,16-03-2023,333,0.3
OD1611,C096,P1393,08-03-2023,236,0.3
OD1612,C097,P1394,04-05-2022,456,0.3
OD1613,C098,P1395,27-03-2023,963,0.35
OD1614,C099,P1396,23-02-2022,234,0.35
OD1615,C100,P1397,30-04-2021,456,0.35
OD1616,C001,P1398,04-01-2021,564,0.35
OD1617,C002,P1399,07-11-2021,634,0.35
OD1618,C003,P1400,09-04-2021,236,0.35
OD1619,C004,P1401,24-05-2021,444,0.4
OD1620,C005,P1402,31-05-2022,456,0.4
OD1621,C006,P1403,28-11-2022,963,0.15
OD1622,C007,P1404,23-12-2022,456,0.15
OD1623,C008,P1405,23-03-2023,1189,0.15
OD1624,C009,P1406,15-05-2022,1298,0.35
OD1625,C010,P1407,22-12-2021,1456,0.35
OD1626,C011,P1408,07-01-2021,1478,0.35
OD1627,C012,P1409,08-10-2021,256,0.35
OD1628,C013,P1410,23-09-2022,2698,0.55
OD1629,C014,P1411,13-08-2021,2364,0.55
OD1630,C015,P1412,26-07-2021,1236,0.55
OD1631,C016,P1413,18-11-2021,756,0.55
OD1632,C017,P1414,15-07-2022,326,0.5
OD1633,C018,P1415,10-07-2021,453,0.5
OD1634,C019,P1416,17-07-2022,326,0.5
OD1635,C020,P1417,20-07-2021,456,0.5
OD1636,C021,P1418,20-05-2022,675,0.5
OD1637,C022,P1419,09-02-2023,654,0.3
OD1638,C023,P1420,05-02-2022,654,0.32
OD1639,C024,P1420,15-06-2022,654,0.25
OD1640,C025,P1420,14-07-2022,654,0.45
OD1641,C026,P1420,13-10-2022,356,0.15
OD1642,C027,P1420,08-01-2021,686,0.33
OD1643,C028,P1420,26-10-2022,456,0.42
OD1644,C029,P1420,05-02-2021,516,0.42
OD1645,C030,P1421,02-01-2023,355,0.39
OD1646,C031,P1422,21-10-2021,465,0.39
OD1647,C032,P1423,31-12-2022,965,0.39
OD1648,C033,P1424,12-02-2023,1158,0.39
OD1649,C034,P1425,06-10-2021,264,0.3
OD1650,C035,P1426,24-05-2021,433,0.3
OD1651,C036,P1427,13-05-2021,562,0.3
OD1652,C037,P1428,05-10-2022,423,0.25
OD1653,C038,P1429,13-04-2021,621,0.25
OD1654,C039,P1430,06-03-2023,333,0.3
OD1655,C040,P1431,12-11-2022,236,0.3
OD1656,C041,P1432,14-08-2021,456,0.3
OD1657,C042,P1433,09-03-2022,963,0.4
OD1658,C043,P1434,25-02-2023,234,0.4
OD1659,C044,P1435,19-07-2022,456,0.4
